text,label
Indian Railways introduces Vande Bharat Express service number 296 with faster travel and comfort.,real
Government approves free international trips for all citizens starting batch 297.,fake
Indian Railways introduces Vande Bharat Express service number 298 with faster travel and comfort.,real
Government approves free international trips for all citizens starting batch 299.,fake
Indian Railways introduces Vande Bharat Express service number 300 with faster travel and comfort.,real
Government announces cancellation of all income taxes from financial year 301.,fake
Reserve Bank of India launches digital rupee pilot phase 302 in select cities.,real
Government announces cancellation of all income taxes from financial year 303.,fake
Reserve Bank of India launches digital rupee pilot phase 304 in select cities.,real
Government announces cancellation of all income taxes from financial year 305.,fake
Reserve Bank of India launches digital rupee pilot phase 306 in select cities.,real
Government announces cancellation of all income taxes from financial year 307.,fake
Reserve Bank of India launches digital rupee pilot phase 308 in select cities.,real
Government announces cancellation of all income taxes from financial year 309.,fake
Reserve Bank of India launches digital rupee pilot phase 310 in select cities.,real
Government announces cancellation of all income taxes from financial year 311.,fake
Reserve Bank of India launches digital rupee pilot phase 312 in select cities.,real
Government announces cancellation of all income taxes from financial year 313.,fake
Reserve Bank of India launches digital rupee pilot phase 314 in select cities.,real
Government announces cancellation of all income taxes from financial year 315.,fake
Reserve Bank of India launches digital rupee pilot phase 316 in select cities.,real
Government announces cancellation of all income taxes from financial year 317.,fake
Reserve Bank of India launches digital rupee pilot phase 318 in select cities.,real
Government announces cancellation of all income taxes from financial year 319.,fake
Reserve Bank of India launches digital rupee pilot phase 320 in select cities.,real
Government announces cancellation of all income taxes from financial year 321.,fake
Reserve Bank of India launches digital rupee pilot phase 322 in select cities.,real
Government announces cancellation of all income taxes from financial year 323.,fake
Reserve Bank of India launches digital rupee pilot phase 324 in select cities.,real
Government announces cancellation of all income taxes from financial year 325.,fake
Reserve Bank of India launches digital rupee pilot phase 326 in select cities.,real
Government announces cancellation of all income taxes from financial year 327.,fake
Reserve Bank of India launches digital rupee pilot phase 328 in select cities.,real
Government announces cancellation of all income taxes from financial year 329.,fake
Reserve Bank of India launches digital rupee pilot phase 330 in select cities.,real
Government announces cancellation of all income taxes from financial year 331.,fake
Reserve Bank of India launches digital rupee pilot phase 332 in select cities.,real
Government announces cancellation of all income taxes from financial year 333.,fake
Reserve Bank of India launches digital rupee pilot phase 334 in select cities.,real
Government announces cancellation of all income taxes from financial year 335.,fake
Reserve Bank of India launches digital rupee pilot phase 336 in select cities.,real
Government announces cancellation of all income taxes from financial year 337.,fake
Reserve Bank of India launches digital rupee pilot phase 338 in select cities.,real
Government announces cancellation of all income taxes from financial year 339.,fake
Reserve Bank of India launches digital rupee pilot phase 340 in select cities.,real
Government announces cancellation of all income taxes from financial year 341.,fake
Reserve Bank of India launches digital rupee pilot phase 342 in select cities.,real
Government announces cancellation of all income taxes from financial year 343.,fake
Reserve Bank of India launches digital rupee pilot phase 344 in select cities.,real
Government announces cancellation of all income taxes from financial year 345.,fake
Reserve Bank of India launches digital rupee pilot phase 346 in select cities.,real
Government announces cancellation of all income taxes from financial year 347.,fake
Reserve Bank of India launches digital rupee pilot phase 348 in select cities.,real
Government announces cancellation of all income taxes from financial year 349.,fake
Reserve Bank of India launches digital rupee pilot phase 350 in select cities.,real
Government announces cancellation of all income taxes from financial year 351.,fake
Reserve Bank of India launches digital rupee pilot phase 352 in select cities.,real
Government announces cancellation of all income taxes from financial year 353.,fake
Reserve Bank of India launches digital rupee pilot phase 354 in select cities.,real
Government announces cancellation of all income taxes from financial year 355.,fake
Reserve Bank of India launches digital rupee pilot phase 356 in select cities.,real
Government announces cancellation of all income taxes from financial year 357.,fake
Reserve Bank of India launches digital rupee pilot phase 358 in select cities.,real
Government announces cancellation of all income taxes from financial year 359.,fake
Reserve Bank of India launches digital rupee pilot phase 360 in select cities.,real
Government announces cancellation of all income taxes from financial year 361.,fake
Reserve Bank of India launches digital rupee pilot phase 362 in select cities.,real
Government announces cancellation of all income taxes from financial year 363.,fake
Reserve Bank of India launches digital rupee pilot phase 364 in select cities.,real
Government announces cancellation of all income taxes from financial year 365.,fake
Reserve Bank of India launches digital rupee pilot phase 366 in select cities.,real
Government announces cancellation of all income taxes from financial year 367.,fake
Reserve Bank of India launches digital rupee pilot phase 368 in select cities.,real
Government announces cancellation of all income taxes from financial year 369.,fake
Reserve Bank of India launches digital rupee pilot phase 370 in select cities.,real
Government announces cancellation of all income taxes from financial year 371.,fake
Reserve Bank of India launches digital rupee pilot phase 372 in select cities.,real
Government announces cancellation of all income taxes from financial year 373.,fake
Reserve Bank of India launches digital rupee pilot phase 374 in select cities.,real
Government announces cancellation of all income taxes from financial year 375.,fake
Reserve Bank of India launches digital rupee pilot phase 376 in select cities.,real
Government announces cancellation of all income taxes from financial year 377.,fake
Reserve Bank of India launches digital rupee pilot phase 378 in select cities.,real
Government announces cancellation of all income taxes from financial year 379.,fake
Reserve Bank of India launches digital rupee pilot phase 380 in select cities.,real
Government announces cancellation of all income taxes from financial year 381.,fake
Reserve Bank of India launches digital rupee pilot phase 382 in select cities.,real
Government announces cancellation of all income taxes from financial year 383.,fake
Reserve Bank of India launches digital rupee pilot phase 384 in select cities.,real
Government announces cancellation of all income taxes from financial year 385.,fake
Reserve Bank of India launches digital rupee pilot phase 386 in select cities.,real
Government announces cancellation of all income taxes from financial year 387.,fake
Reserve Bank of India launches digital rupee pilot phase 388 in select cities.,real
Government announces cancellation of all income taxes from financial year 389.,fake
Reserve Bank of India launches digital rupee pilot phase 390 in select cities.,real
Government announces cancellation of all income taxes from financial year 391.,fake
Reserve Bank of India launches digital rupee pilot phase 392 in select cities.,real
Government announces cancellation of all income taxes from financial year 393.,fake
Reserve Bank of India launches digital rupee pilot phase 394 in select cities.,real
Government announces cancellation of all income taxes from financial year 395.,fake
Reserve Bank of India launches digital rupee pilot phase 396 in select cities.,real
Government announces cancellation of all income taxes from financial year 397.,fake
Reserve Bank of India launches digital rupee pilot phase 398 in select cities.,real
Government announces cancellation of all income taxes from financial year 399.,fake
Reserve Bank of India launches digital rupee pilot phase 400 in select cities.,real
India to give every citizen a free luxury car in scheme 401.,fake
"India wins ICC Cricket World Cup match 402, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 403.,fake
"India wins ICC Cricket World Cup match 404, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 405.,fake
"India wins ICC Cricket World Cup match 406, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 407.,fake
"India wins ICC Cricket World Cup match 408, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 409.,fake
"India wins ICC Cricket World Cup match 410, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 411.,fake
"India wins ICC Cricket World Cup match 412, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 413.,fake
"India wins ICC Cricket World Cup match 414, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 415.,fake
"India wins ICC Cricket World Cup match 416, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 417.,fake
"India wins ICC Cricket World Cup match 418, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 419.,fake
"India wins ICC Cricket World Cup match 420, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 421.,fake
"India wins ICC Cricket World Cup match 422, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 423.,fake
"India wins ICC Cricket World Cup match 424, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 425.,fake
"India wins ICC Cricket World Cup match 426, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 427.,fake
"India wins ICC Cricket World Cup match 428, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 429.,fake
"India wins ICC Cricket World Cup match 430, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 431.,fake
"India wins ICC Cricket World Cup match 432, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 433.,fake
"India wins ICC Cricket World Cup match 434, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 435.,fake
"India wins ICC Cricket World Cup match 436, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 437.,fake
"India wins ICC Cricket World Cup match 438, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 439.,fake
"India wins ICC Cricket World Cup match 440, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 441.,fake
"India wins ICC Cricket World Cup match 442, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 443.,fake
"India wins ICC Cricket World Cup match 444, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 445.,fake
"India wins ICC Cricket World Cup match 446, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 447.,fake
"India wins ICC Cricket World Cup match 448, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 449.,fake
